TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;EnforceLocationRequirement;TerritoryID;POITag;GameModeID;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;OverrideLocation;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
FM_S_0806_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30312;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0806_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30302;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0807_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0807_tasks_first_container;M_ReturnToGiver;;;
FM_S_0807_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0807_leg_A_task;FM_S_0807_leg_B_task;FM_S_0807_leg_C_task;;
FM_S_0807_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30312;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0807_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;graveyard_40338;;;true;false;;0;;;;;;;Lost;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0807_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_temple_40339;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0808_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0808_tasks_first_container;M_ReturnToGiver;;;
FM_S_0808_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0808_leg_A_task;FM_S_0808_leg_B_task;FM_S_0808_leg_C_task;;
FM_S_0808_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Cavern_30241;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0808_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Monastery_30240;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0808_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0809_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0809_tasks_first_container;M_ReturnToGiver;;;
FM_S_0809_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0809_leg_A_task;FM_S_0809_leg_B_task;FM_S_0809_leg_C_task;;
FM_S_0809_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_20203;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0809_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0809_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;empressfortress_20201;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0810_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0810_tasks_first_container;M_ReturnToGiver;;;
FM_S_0810_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0810_leg_A_task;FM_S_0810_leg_B_task;FM_S_0810_leg_C_task;;
FM_S_0810_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;empressfortress_20201;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0810_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0810_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Monastery_30240;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0801_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0801_tasks_first_container;M_ReturnToGiver;;;
FM_C_0801_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0801_leg_A_task;FM_C_0801_leg_B_task;FM_C_0801_leg_C_task;;
FM_C_0801_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;alligator_habitat_40275;;;true;false;;0;;;;;;;Beast;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0801_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_EarthShrine_30231;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0801_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30233;;;true;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0802_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0802_tasks_first_container;M_ReturnToGiver;;;
FM_C_0802_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0802_leg_A_task;FM_C_0802_leg_B_task;FM_C_0802_leg_C_task;;
FM_C_0802_leg_A_task;TaskKillContribution;;0;4;;;0;0;true;;Dynasty_Wall_30243;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0802_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_MountainTemple_30235;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0802_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Pirate_Harbor_30239;;;true;false;;0;;;;;;;Lost;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0803_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0803_tasks_first_container;M_ReturnToGiver;;;
FM_C_0803_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0803_leg_A_task;FM_C_0803_leg_B_task;FM_C_0803_leg_C_task;;
FM_C_0803_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30229;;;true;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0803_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Shipwreck_30227;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0803_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_FireShrine_30228;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0804_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0804_tasks_first_container;M_ReturnToGiver;;;
FM_C_0804_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0804_leg_A_task;FM_C_0804_leg_B_task;FM_C_0804_leg_C_task;;
FM_C_0804_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Tiger_Cave_30236;;;true;false;;0;;;;;;;Beast;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0804_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Wall_30242;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0804_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30229;;;true;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0805_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0805_tasks_first_container;M_ReturnToGiver;;;
FM_C_0805_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0805_leg_A_task;FM_C_0805_leg_B_task;FM_C_0805_leg_C_task;;
FM_C_0805_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_WaterShrine_30234;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0805_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_EarthShrine_30231;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0805_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_FireShrine_30228;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0806_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0806_tasks_first_container;M_ReturnToGiver;;;
FM_C_0806_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0806_leg_A_task;FM_C_0806_leg_B_task;FM_C_0806_leg_C_task;;
FM_C_0806_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_temple_40339;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0806_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30312;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0806_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30302;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0807_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0807_tasks_first_container;M_ReturnToGiver;;;
FM_C_0807_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0807_leg_A_task;FM_C_0807_leg_B_task;FM_C_0807_leg_C_task;;
FM_C_0807_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30312;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0807_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;graveyard_40338;;;true;false;;0;;;;;;;Lost;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0807_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_temple_40339;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0808_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0808_tasks_first_container;M_ReturnToGiver;;;
FM_C_0808_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0808_leg_A_task;FM_C_0808_leg_B_task;FM_C_0808_leg_C_task;;
FM_C_0808_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Cavern_30241;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0808_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Monastery_30240;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0808_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0809_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0809_tasks_first_container;M_ReturnToGiver;;;
FM_C_0809_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0809_leg_A_task;FM_C_0809_leg_B_task;FM_C_0809_leg_C_task;;
FM_C_0809_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_20203;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0809_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0809_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;empressfortress_20201;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0810_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0810_tasks_first_container;M_ReturnToGiver;;;
FM_C_0810_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0810_leg_A_task;FM_C_0810_leg_B_task;FM_C_0810_leg_C_task;;
FM_C_0810_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;empressfortress_20201;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0810_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_C_0810_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Monastery_30240;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0861_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0861_tasks_first_container;M_ReturnToGiver;;;
FM_0861_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0861_leg_A_task;FM_0861_leg_B_task;FM_0861_leg_C_task;;
FM_0861_leg_A_task;TaskHaveAndReturnItems;;0;4;FM_loot_item_1_08;;0;100;true;;Dryad_Ruins_30233;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0861_leg_B_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_2_08;;0;100;true;;Dynasty_EarthShrine_30231;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0861_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_3_08;;0;100;true;;Dynasty_WaterShrine_30234;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0862_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0862_tasks_first_container;M_ReturnToGiver;;;
FM_0862_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0862_leg_A_task;FM_0862_leg_B_task;FM_0862_leg_C_task;;
FM_0862_leg_A_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_4_08;;0;100;true;;Dynasty_Camp_30237;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0862_leg_B_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_5_08;;0;100;true;;Dynasty_MountainTemple_30235;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0862_leg_C_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_6_08;;0;100;true;;Pirate_Harbor_30239;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0863_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0863_tasks_first_container;M_ReturnToGiver;;;
FM_0863_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0863_leg_A_task;FM_0863_leg_B_task;FM_0863_leg_C_task;;
FM_0863_leg_A_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_7_08;;0;100;true;;Dynasty_WaterShrine_30234;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0863_leg_B_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_8_08;;0;100;true;;Dynasty_EarthShrine_30231;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0863_leg_C_task;TaskHaveAndReturnItems;;0;4;FM_loot_item_9_08;;0;100;true;;Dryad_Ruins_30233;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0864_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0864_tasks_first_container;M_ReturnToGiver;;;
FM_0864_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0864_leg_A_task;FM_0864_leg_B_task;FM_0864_leg_C_task;;
FM_0864_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_10_08;;0;100;true;;Dynasty_MountainTemple_30235;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0864_leg_B_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_11_08;;0;100;true;;Dynasty_Wall_30242;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0864_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_12_08;;0;100;true;;Tiger_Cave_30236;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0865_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0865_tasks_first_container;M_ReturnToGiver;;;
FM_0865_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0865_leg_A_task;FM_0865_leg_B_task;FM_0865_leg_C_task;;
FM_0865_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_13_08;;0;100;true;;Dynasty_EarthShrine_30231;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0865_leg_B_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_14_08;;0;100;true;;Dynasty_FireShrine_30228;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0865_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_15_08;;0;100;true;;Dynasty_Shipwreck_30227;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0866_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0866_tasks_first_container;M_ReturnToGiver;;;
FM_0866_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0866_leg_A_task;FM_0866_leg_B_task;FM_0866_leg_C_task;;
FM_0866_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_16_08;;0;100;true;;dynasty_temple_40339;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0866_leg_B_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_17_08;;0;100;true;;dynasty_shrine_30302;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0866_leg_C_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_18_08;;0;100;true;;dynasty_shrine_30312;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0867_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0867_tasks_first_container;M_ReturnToGiver;;;
FM_0867_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0867_leg_A_task;FM_0867_leg_B_task;FM_0867_leg_C_task;;
FM_0867_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_19_08;;0;100;true;;dynasty_shrine_30312;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0867_leg_B_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_20_08;;0;100;true;;dynasty_temple_40339;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0867_leg_C_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_21_08;;0;100;true;;graveyard_40338;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0868_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0868_tasks_first_container;M_ReturnToGiver;;;
