MissionID;MissionTier;ObjectiveID;IsCustomObjective;CategoricalProgressionId;IsPvpMission;AvailableTerritoryId;RequiredFaction;RequiredFortControlStatus;ReturnToGiverOverride;IsSettlementValidDestination;IsOutpostValidDestination;TaskKillContributionOverride;TaskKillContributionQtyOverride;TerritoryIDOverride;POITagOverride;TaskGiveAndTakeItemOverride;TaskHaveAndReturnItemsOverride;TaskHaveAndReturnItemsQtyOverride;TaskHaveAndReturnItemsDropProbabilityOverride;TaskHaveAndReturnChestDropProbabilityOverride;TaskHaveAndReturnItemsItemsDropVCOverride;LootTagOverride;PauseAndClearLootOnTaskCompleteOverride;TurninDistance;TaskTimerOverride;SuccessGameEventIdOverride;FailureGameEventIdOverride;TitleOverride;DescriptionOverride;ImagePath;MissionGoalType;ProviderDistanceLimit;MinLevel;MaxLevel;RequiredTradeskill;TradeskillLevel;Enabled;DevName;VCLevelRange;RecommendedGroupSize;PatrolDuration;PatrolPoi1;PatrolPoi2;PatrolPoi3;PatrolPoi4;GrantRewardsToOriginTerritory;ReleaseVersionOverride;ReleaseEventTagsOverride;OverrideLocation
FM_C_Raid_0216;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Mindstruck;8;0;abandoned_farm_village_40251;;;0;0;0;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;32;60;;0;1;;34;0;0;;;;;false;;;
FM_C_Raid_0217;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Haunted;5;0;abandoned_village_40250;;;0;0;0;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;32;60;;0;1;;34;0;0;;;;;false;;;
FM_C_Raid_0218;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Mindstruck;5;0;abandoned_village_40252;;;0;0;0;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;32;60;;0;1;;34;0;0;;;;;false;;;
FM_C_Raid_0219;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Bronzeroot;8;0;cave_40229;;;0;0;0;;;true;;0;FactionV2_32;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_angryEarth2.png;Raid;0;30;36;;0;1;;32;0;0;;;;;false;;;
FM_C_Raid_0220;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Bronzeroot;5;0;cave_40248;;;0;0;0;;;true;;0;FactionV2_32;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_angryEarth2.png;Raid;0;30;36;;0;1;;32;0;0;;;;;false;;;
FM_C_Raid_0221;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Bronzeroot;8;0;green_defile_40268;;;0;0;0;;;true;;0;FactionV2_32;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_angryEarth2.png;Raid;0;30;36;;0;1;;32;0;0;;;;;false;;;
FM_C_Raid_0222;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Corrupted;8;0;corrupted_camp_40335;;;0;0;0;;;true;;0;FactionV2_32;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_corrupted2.png;Raid;0;30;36;;0;1;;32;0;0;;;;;false;;;
FM_C_Raid_0223;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Corrupted;8;0;mine_40306;;;0;0;0;;;true;;0;FactionV2_33;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_corrupted2.png;Raid;0;31;37;;0;1;;33;0;0;;;;;false;;;
FM_C_Raid_0224;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Corrupted;8;0;corrupted_camp_40336;;;0;0;0;;;true;;0;FactionV2_33;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_corrupted2.png;Raid;0;31;37;;0;1;;33;0;0;;;;;false;;;
FM_C_Raid_0225;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Haunted;8;0;abandoned_farm_village_40255;;;0;0;0;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;32;60;;0;1;;34;0;0;;;;;false;;;
FM_C_Raid_0226;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Haunted;5;0;abandoned_village_40210;;;0;0;0;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;32;60;;0;1;;34;0;0;;;;;false;;;
FM_C_Raid_0227;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Haunted;8;0;abandoned_village_40253;;;0;0;0;;;true;;0;FactionV2_28;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;26;32;;0;1;;28;0;0;;;;;false;;;
FM_C_Raid_0228;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;AngryEarth;6;0;ancient_ruins_40214;;;0;0;0;;;true;;0;FactionV2_31;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_angryEarth2.png;Raid;0;29;35;;0;1;;31;0;0;;;;;false;;;
FM_C_Raid_0229;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;AngryEarth;5;0;azure_tree_40222;;;0;0;0;;;true;;0;FactionV2_31;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_angryEarth2.png;Raid;0;29;35;;0;1;;31;0;0;;;;;false;;;
FM_C_Raid_0230;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Haunted;8;0;brightwoodsisle_40221;;;0;0;0;;;true;;0;Faction+V2_35;FactionMission_Failure;@FactionMission_C_RAID_ELITE_title;@FactionMission_C_RAID_ELITE_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;33;60;;0;1;;35;3;0;;;;;false;;;
FM_C_Loot_0201;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40254;;FM_loot_item_C_1_02;4;0;100;;;true;;0;FactionV2_27;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;25;31;;0;0;;27;0;0;;;;;false;;;
FM_C_Loot_0202;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40328;;FM_loot_item_C_2_02;3;0;100;;;true;;0;FactionV2_28;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;26;32;;0;1;;28;0;0;;;;;false;;;
FM_C_Loot_0203;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40310;;FM_loot_item_C_3_02;7;0;100;;;true;;0;FactionV2_28;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;26;32;;0;1;;28;0;0;;;;;false;;;
FM_C_Loot_0204;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40256;;FM_loot_item_C_4_02;2;0;100;;;true;;0;FactionV2_27;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;24;31;;0;1;;27;0;0;;;;;false;;;
FM_C_Loot_0205;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40260;;FM_loot_item_C_5_02;3;0;100;;;true;;0;FactionV2_28;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;26;32;;0;1;;28;0;0;;;;;false;;;
FM_C_Loot_0206;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;lumbermill_40202;;FM_loot_item_C_6_02;7;0;100;;;true;;0;FactionV2_31;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;29;35;;0;1;;31;0;0;;;;;false;;;
FM_C_Loot_0208;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40257;;FM_loot_item_C_9_02;7;0;100;;;true;;0;FactionV2_27;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;24;31;;0;1;;27;0;0;;;;;false;;;
FM_C_Loot_0209;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40261;;FM_loot_item_C_11_02;7;0;100;;;true;;0;FactionV2_28;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;25;32;;0;1;;28;0;0;;;;;false;;;
FM_C_Loot_0210;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40262;;FM_loot_item_C_12_02;5;0;100;;;true;;0;FactionV2_32;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;30;36;;0;1;;32;0;0;;;;;false;;;
FM_C_Loot_0211;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40263;;FM_loot_item_C_13_02;3;0;100;;;true;;0;FactionV2_33;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;31;37;;0;1;;33;0;0;;;;;false;;;
FM_C_Loot_0212;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40264;;FM_loot_item_C_14_02;2;0;100;;;true;;0;FactionV2_33;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;31;37;;0;1;;33;0;0;;;;;false;;;
FM_C_Loot_0215;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40249;;FM_loot_item_C_19_02;7;0;100;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;32;60;;0;1;;34;0;0;;;;;false;;;
FM_C_Loot_0216;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_farm_village_40251;;FM_loot_item_C_20_02;2;0;100;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;32;60;;0;1;;34;0;0;;;;;false;;;
FM_C_Loot_0217;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40252;;FM_loot_item_C_21_02;2;0;100;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;32;60;;0;1;;34;0;0;;;;;false;;;
FM_C_Loot_0218;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40250;;FM_loot_item_C_22_02;2;0;100;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;32;60;;0;1;;34;0;0;;;;;false;;;
FM_C_Loot_0219;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;cave_40229;;FM_loot_item_C_25_02;2;0;100;;;true;;0;FactionV2_32;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;30;36;;0;1;;32;0;0;;;;;false;;;
FM_C_Loot_0220;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;cave_40248;;FM_loot_item_C_26_02;2;0;100;;;true;;0;FactionV2_32;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;30;36;;0;1;;32;0;0;;;;;false;;;
FM_C_Loot_0222;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;corrupted_camp_40335;;FM_loot_item_C_28_02;4;0;100;;;true;;0;FactionV2_32;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;30;36;;0;0;;32;0;0;;;;;false;;;
FM_C_Loot_0223;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_farm_village_40255;;FM_loot_item_C_29_02;4;0;100;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;32;60;;0;1;;34;0;0;;;;;false;;;
FM_C_Loot_0224;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;abandoned_village_40253;;FM_loot_item_C_30_02;4;0;100;;;true;;0;FactionV2_28;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;26;32;;0;1;;28;0;0;;;;;false;;;
FM_C_Loot_0225;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;brightwoodsisle_40221;;FM_loot_item_C_1_02;8;0;100;;;true;;0;Faction+V2_35;FactionMission_Failure;@FactionMission_C_LOOT_ELITE_title;@FactionMission_C_LOOT_ELITE_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;33;60;;0;1;;35;3;0;;;;;false;;;
FM_C_Loot_0226;1;FM_loot_location;false;;false;2;Covenant;0;true;false;false;;0;0;mine_40306;;FM_loot_item_C_2_02;8;0;100;;;true;;0;FactionV2_33;FactionMission_Failure;@FactionMission_C_LOOT_title;@FactionMission_C_LOOT_desc;LyShineUI\Images\MissionImages\missionImage_mine1.png;Loot;0;31;37;;0;1;;33;0;0;;;;;false;;;
FM_C_Hunt_0201;1;FM_huntx_location;false;;false;2;Covenant;0;true;false;false;Wolf_Black_02BW06;3;0;brightwood6;;FM_hunt_item_1_02;3;100;0;Wolf_Black_02BW06;;true;;0;FactionV2_26;FactionMission_Failure;@FactionMission_C_HUNT_title;@FactionMission_C_HUNT_desc;LyShineUI\Images\MissionImages\missionImage_wolf.png;Hunt;0;24;30;Skinning;55;1;;26;0;0;;;;;false;;;9785 6689 261
FM_C_Hunt_0203;1;FM_huntx_location;false;;false;2;Covenant;0;true;false;false;Wolf_Black_02BW07;3;0;brightwood7;;FM_hunt_item_3_02;3;100;0;Wolf_Black_02BW07;;true;;0;FactionV2_27;FactionMission_Failure;@FactionMission_C_HUNT_title;@FactionMission_C_HUNT_desc;LyShineUI\Images\MissionImages\missionImage_wolf.png;Hunt;0;25;31;Skinning;55;1;;27;0;0;;;;;false;;;10036 5914 235
FM_C_Hunt_0204;1;FM_huntx_location;false;;false;2;Covenant;0;true;false;false;Bear_Black_02BW08;3;0;brightwood8;;FM_hunt_item_4_02;3;100;0;Bear_Black_02BW08;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_HUNT_title;@FactionMission_C_HUNT_desc;LyShineUI\Images\MissionImages\missionImage_bear.png;Hunt;0;32;38;Skinning;70;1;;34;0;0;;;;;false;;;
FM_C_Hunt_0205;1;FM_huntx_location;false;;false;2;Covenant;0;true;false;false;Wolf_Black_02BW03b;1;0;brightwood3;;FM_hunt_item_5_02;1;100;0;Wolf_Black_02BW03b;;true;;0;FactionV2_33;FactionMission_Failure;@FactionMission_C_TROPHYHUNT_title;@FactionMission_C_TROPHYHUNT_desc;LyShineUI\Images\MissionImages\missionImage_wolf.png;Hunt;0;31;60;Skinning;70;1;;33;0;0;;;;;false;;;9657 5400 168
FM_C_Hunt_0206;1;FM_huntx_location;false;;false;2;Covenant;0;true;false;false;Wolf_Elemental_Earth_02BW04;3;0;brightwood4;;FM_hunt_item_6_02;3;100;0;Wolf_Elemental_Earth_02BW04;;true;;0;FactionV2_33;FactionMission_Failure;@FactionMission_C_HUNT_title;@FactionMission_C_HUNT_desc;LyShineUI\Images\MissionImages\missionImage_wolf.png;Hunt;0;31;60;Logging;100;1;;33;0;0;;;;;false;;;10084 5189 181
FM_C_Hunt_0207;1;FM_huntx_location;false;;false;2;Covenant;0;true;false;false;Mountain_Lion_02BW05;3;0;brightwood5;;FM_hunt_item_7_02;3;100;0;Mountain_Lion_02BW05;;true;;0;FactionV2_32;FactionMission_Failure;@FactionMission_C_HUNT_title;@FactionMission_C_HUNT_desc;LyShineUI\Images\MissionImages\missionImage_lynx.png;Hunt;0;30;36;Skinning;70;1;;32;0;0;;;;;false;;;8920 6547 306
FM_C_Hunt_0208;1;FM_huntx_location;false;;false;2;Covenant;0;true;false;false;Bear_Black_27;1;0;brightwood2;;FM_hunt_item_8_02;1;100;0;Bear_Black_27;;true;;0;FactionV2_28;FactionMission_Failure;@FactionMission_C_TROPHYHUNT_title;@FactionMission_C_TROPHYHUNT_desc;LyShineUI\Images\MissionImages\missionImage_bear.png;Hunt;0;26;32;Skinning;55;1;;28;0;0;;;;;false;;;9309 5949 185
FM_C_Hunt_0209;1;FM_huntx_location;false;;false;2;Covenant;0;true;false;false;Wolf_Black_02BW01;3;0;brightwood1;;FM_hunt_item_9_02;3;100;0;Wolf_Black_02BW01;;true;;0;FactionV2_31;FactionMission_Failure;@FactionMission_C_HUNT_title;@FactionMission_C_HUNT_desc;LyShineUI\Images\MissionImages\missionImage_wolf.png;Hunt;0;29;35;Skinning;70;1;;31;0;0;;;;;false;;;8373 6189 185
FM_C_Hunt_0210;1;FM_huntx_location;false;;false;2;Covenant;0;true;false;false;Bear_Grizzly_Named_00;1;0;bear_den_50391;;FM_hunt_item_4_02;1;100;0;Bear_Grizzly_Named_00;;true;;0;FactionV2_35;FactionMission_Failure;@FactionMission_C_TROPHYHUNT_title;@FactionMission_C_TROPHYHUNT_desc;LyShineUI\Images\MissionImages\missionImage_bear.png;Hunt;0;33;35;Skinning;70;1;;35;0;0;;;;;false;;;
FM_C_Ass_0201;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Undead_Hunter_Named_00;1;0;abandoned_village_40328;;;0;0;0;;;true;;0;FactionV2_29;FactionMission_Failure;@FactionMission_C_ASSASSINATE_title;@FactionMission_C_ASSASSINATE_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;27;32;;0;1;;29;0;0;;;;;false;;;9995.424 6536.312 265.089
FM_C_Ass_0202;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Withered_Brute_Named_06;1;0;abandoned_village_40257;;;0;0;0;;;true;;0;FactionV2_28;FactionMission_Failure;@FactionMission_C_ASSASSINATE_title;@FactionMission_C_ASSASSINATE_desc;LyShineUI\Images\MissionImages\missionImage_withered1.png;Raid;0;26;31;;0;1;;28;0;0;;;;;false;;;9048.425 5292.171 156.701
FM_C_Ass_0203;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Ghost_Shackled_Named_00;1;0;brightwoodsisle_40221;;;0;0;0;;;true;;0;Faction+V2_35;FactionMission_Failure;@FactionMission_C_ASSASSINATE_ELITE_title;@FactionMission_C_ASSASSINATE_ELITE_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;33;60;;0;1;;35;3;0;;;;;false;;;9564.442 5527.866 188.933
FM_C_Ass_0204;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Ghost_Shackled_Named_02BW03b_01;1;0;brightwoodsisle_40221;;;0;0;0;;;true;;0;Faction+V2_35;FactionMission_Failure;@FactionMission_C_ASSASSINATE_ELITE_title;@FactionMission_C_ASSASSINATE_ELITE_NIGHT_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;33;60;;0;1;;35;3;0;;;;;false;;;9534.260 5535.024 183.639
FM_C_Ass_0205;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Ghost_Shackled_Named_02BW03b_02;1;0;brightwoodsisle_40221;;;0;0;0;;;true;;0;Faction+V2_35;FactionMission_Failure;@FactionMission_C_ASSASSINATE_ELITE_title;@FactionMission_C_ASSASSINATE_ELITE_NIGHT_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;33;60;;0;1;;35;3;0;;;;;false;;;9534.260 5535.024 183.639
FM_C_Ass_0206;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Damned_1h_Swordsman_M_Named_02;1;0;lumbermill_40202;;;0;0;0;;;true;;0;FactionV2_30;FactionMission_Failure;@FactionMission_C_ASSASSINATE_title;@FactionMission_C_ASSASSINATE_desc;LyShineUI\Images\MissionImages\missionImage_corrupted2.png;Raid;0;28;33;;0;1;;30;0;0;;;;;false;;;9276.171 5805.669 188.218
FM_C_Ass_0207;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Withered_Brute_Named_04;1;0;abandoned_village_40253;;;0;0;0;;;true;;0;FactionV2_30;FactionMission_Failure;@FactionMission_C_ASSASSINATE_title;@FactionMission_C_ASSASSINATE_desc;LyShineUI\Images\MissionImages\missionImage_withered1.png;Raid;0;28;33;;0;1;;30;0;0;;;;;false;;;9752.348 5800.270 205.084
FM_C_Ass_0208;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Damned_Villager_Ladel_Named_00;1;0;mine_40306;;;0;0;0;;;true;;0;FactionV2_35;FactionMission_Failure;@FactionMission_C_ASSASSINATE_title;@FactionMission_C_ASSASSINATE_desc;LyShineUI\Images\MissionImages\missionImage_corrupted2.png;Raid;0;33;38;;0;1;;35;0;0;;;;;false;;;9143.894 6288.405 230.797
FM_C_Ass_0209;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Dryad_Archer_Named_02;1;0;azure_tree_40222;;;0;0;0;;;true;;0;FactionV2_33;FactionMission_Failure;@FactionMission_C_ASSASSINATE_title;@FactionMission_C_ASSASSINATE_desc;LyShineUI\Images\MissionImages\missionImage_angryEarth2.png;Raid;0;31;36;;0;1;;33;0;0;;;;;false;;;10032.885 4827.698 156.712
FM_C_Ass_0210;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Dryad_Shaman_Named_00;1;0;cave_40248;;;0;0;0;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_ASSASSINATE_title;@FactionMission_C_ASSASSINATE_desc;LyShineUI\Images\MissionImages\missionImage_angryEarth2.png;Raid;0;32;37;;0;1;;34;0;0;;;;;false;;;10129.196 5055.374 171.728
FM_C_Ass_0211;1;FM_killx_location;false;;false;2;Covenant;0;true;false;false;Undead_GraveDigger_Named_02;1;0;graveyard_40327;;;0;0;0;;;true;;0;FactionV2_34;FactionMission_Failure;@FactionMission_C_ASSASSINATE_title;@FactionMission_C_ASSASSINATE_desc;LyShineUI\Images\MissionImages\missionImage_wraith1.png;Raid;0;32;37;;0;1;;34;0;0;;;;;false;;;8459.986 6176.363 189.051
FM_C_Raid_0301;1;FM_killx_location;false;;false;3;Covenant;0;true;false;false;Corrupted;8;0;greatcleavesouthwall_40301;;;0;0;0;;;true;;0;FactionV2_42;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_corrupted2.png;Raid;0;39;45;;0;1;;42;0;0;;;;;false;;;
FM_C_Raid_0302;1;FM_killx_location;false;;false;3;Covenant;0;true;false;false;Corrupted;8;0;mine_40305;;;0;0;0;;;true;;0;FactionV2_42;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_corrupted2.png;Raid;0;40;45;;0;1;;42;0;0;;;;;false;;;
FM_C_Raid_0303;1;FM_killx_location;false;;false;3;Covenant;0;true;false;false;Corrupted;8;0;abandoned_village_40308;;;0;0;0;;;true;;0;FactionV2_41;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_corrupted2.png;Raid;0;39;44;;0;1;;41;0;0;;;;;false;;;
FM_C_Raid_0304;1;FM_killx_location;false;;false;3;Covenant;0;true;false;false;Ancient;8;0;ancient_ruins_40330;;;0;0;0;;;true;;0;FactionV2_43;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_ancient1.png;Raid;0;41;46;;0;1;;43;0;0;;;;;false;;;
FM_C_Raid_0305;1;FM_killx_location;false;;false;3;Covenant;0;true;false;false;Corrupted;8;0;abandoned_village_40307;;;0;0;0;;;true;;0;FactionV2_43;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_corrupted2.png;Raid;0;41;46;;0;1;;43;0;0;;;;;false;;;
FM_C_Raid_0306;1;FM_killx_location;false;;false;3;Covenant;0;true;false;false;Ancient;8;0;ancient_shrine_40313;;;0;0;0;;;true;;0;FactionV2_43;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_ancient1.png;Raid;0;41;46;;0;1;;43;0;0;;;;;false;;;
FM_C_Raid_0307;1;FM_killx_location;false;;false;3;Covenant;0;true;false;false;Corrupted;8;0;ancient_bridge_40329;;;0;0;0;;;true;;0;FactionV2_44;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_corrupted2.png;Raid;0;42;47;;0;1;;44;0;0;;;;;false;;;
FM_C_Raid_0308;1;FM_killx_location;false;;false;3;Covenant;0;true;false;false;Corrupted;8;0;corrupted_fort_40317;;;0;0;0;;;true;;0;FactionV2_44;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_corrupted2.png;Raid;0;42;47;;0;1;;44;0;0;;;;;false;;;
FM_C_Raid_0309;1;FM_killx_location;false;;false;3;Covenant;0;true;false;false;Ancient;6;0;ancient_shrine_40311;;;0;0;0;;;true;;0;FactionV2_44;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_ancient1.png;Raid;0;42;47;;0;1;;44;0;0;;;;;false;;;
FM_C_Raid_0310;1;FM_killx_location;false;;false;3;Covenant;0;true;false;false;Lost;5;0;graveyard_40320;;;0;0;0;;;true;;0;FactionV2_46;FactionMission_Failure;@FactionMission_C_RAID_title;@FactionMission_C_RAID_desc;LyShineUI\Images\MissionImages\missionImage_withered1.png;Raid;0;44;49;;0;1;;46;0;0;;;;;false;;;
