GatherableID;DisplayName;GatheringAction;GatheringType;FinalLootTable;LootTableDefaultMaterial;MinRespawnRate;MaxRespawnRate;Tradeskill;RequiredTradeskillLevel;DepletedGatherableID;BaseGatherTime;WaitForImpact;Restriction;AlignGatherer;GameEventID;ItemRestrictionId;ItemRestrictionQuantity;ResetGatherTimeOnEndInteraction;IsLootContainer;IsDynamicPoiTarget;RequireLootItems;IconTypeUnlock;IgnoreObstructions;RequireControllingFaction;AddedStatusEffect;RequiredStatusEffect;ConsumedStatusEffect;NumRequiredToGather
OilBarrel;@OilBarrel_DisplayName;None;None;POI_OilBarrel;;60480;86400;None;0;0;2;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
WoodBarricade;@WoodBarricade_DisplayName;ChoppingVertical;Chopping;POI_WoodStack;;1680;2400;None;0;0;20;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
StonePile;@Stonepile_DisplayName;Mining;Mining;POI_StonePile;;1680;2400;Mining;0;0;20;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
CraterKey1;Ancient Key 1 of 2;None;None;POI_CraterKey1;;1680;2400;None;0;0;20;true;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
CraterKey2;Ancient Key 2 of 2;None;None;POI_CraterKey2;;1680;2400;None;0;0;20;true;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
FTUE_DebrisPile;@FTUE_DebrisPile_DisplayName;None;None;FTUE_DebrisPile;;60480;86400;None;0;0;2;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
PlatinumSmall;@PlatinumSmall_DisplayName;Mining;Mining;Platinum_Small;;2478;3540;Mining;110;0;85;true;ToolRequired;true;Gather_MiningT10;;;false;false;false;;Platinum;false;false;;;;0
PlatinumMedium;@PlatinumMedium_DisplayName;Mining;Mining;Platinum_Medium;;2688;3840;Mining;110;0;110;true;ToolRequired;true;Gather_MiningT11;;;false;false;false;;Platinum;false;false;;;;0
PlatinumLarge;@PlatinumLarge_DisplayName;Mining;Mining;Platinum_Large;;2898;4140;Mining;110;0;135;true;ToolRequired;true;Gather_MiningT12;;;false;false;false;;Platinum;false;false;;;;0
LootIronChest;@IronChest_DisplayName;None;None;Empty;;42;60;None;0;0;5;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
LootBasket;@AlchemistBasket_DisplayName;None;None;Empty;;14;20;None;0;0;1;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
LootBox;@Box_DisplayName;None;None;Empty;;14;20;None;0;0;1;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
AzothSpire;@AzothSpire_DisplayName;Mining;Mining;AzothSpire;;7560;10800;Mining;0;0;20;true;ToolRequired;true;Gather4;;;true;false;false;;;false;false;;;;0
Wheat;@Wheat_DisplayName;Cutting;Cutting;WheatPlant;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;;false;false;;;;0
Strawberry;@Strawberry_DisplayName;Cutting;Cutting;StrawberryPlant;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;;false;false;;;;0
Cranberry;@Cranberry_DisplayName;Cutting;Cutting;CranberryPlant;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;;false;false;;;;0
Broccoli;@Broccoli_DisplayName;Cutting;Cutting;BroccoliPlant;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;;false;false;;;;0
Melon;@Melon_DisplayName;Cutting;Cutting;MelonPlant;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;;false;false;;;;0
Squash;@Squash_DisplayName;Cutting;Cutting;SquashPlant;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;;false;false;;;;0
Barley;@Barley_DisplayName;Cutting;Cutting;BarleyPlant;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;;false;false;;;;0
Potato;@Potato_DisplayName;Cutting;Cutting;PotatoPlant;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;;false;false;;;;0
Corn;@Corn_DisplayName;Cutting;Cutting;CornPlant;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;;false;false;;;;0
Carrot;@Carrot_DisplayName;Cutting;Cutting;CarrotPlant;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;;false;false;;;;0
Cabbage;@Cabbage_DisplayName;Cutting;Cutting;CabbagePlant;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;;false;false;;;;0
PigmentPlantRed;@PigmentPlantRed_DisplayName;Cutting;Cutting;PigmentPlantRed;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantOrange;@PigmentPlantOrange_DisplayName;Cutting;Cutting;PigmentPlantOrange;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantYellow;@PigmentPlantYellow_DisplayName;Cutting;Cutting;PigmentPlantYellow;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantLightGreen;@PigmentPlantLightGreen_DisplayName;Cutting;Cutting;PigmentPlantLightGreen;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantDarkGreen;@PigmentPlantDarkGreen_DisplayName;Cutting;Cutting;PigmentPlantDarkGreen;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantLightBlue;@PigmentPlantLightBlue_DisplayName;Cutting;Cutting;PigmentPlantLightBlue;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantDarkBlue;@PigmentPlantDarkBlue_DisplayName;Cutting;Cutting;PigmentPlantDarkBlue;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantCyan;@PigmentPlantCyan_DisplayName;Cutting;Cutting;PigmentPlantCyan;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantLightPurple;@PigmentPlantLightPurple_DisplayName;Cutting;Cutting;PigmentPlantLightPurple;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantDarkPurple;@PigmentPlantDarkPurple_DisplayName;Cutting;Cutting;PigmentPlantDarkPurple;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantWhite;@PigmentPlantWhite_DisplayName;Cutting;Cutting;PigmentPlantWhite;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantTan;@PigmentPlantTan_DisplayName;Cutting;Cutting;PigmentPlantTan;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantBrown;@PigmentPlantBrown_DisplayName;Cutting;Cutting;PigmentPlantBrown;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantBlack;@PigmentPlantBlack_DisplayName;Cutting;Cutting;PigmentPlantBlack;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantPink;@PigmentPlantPink_DisplayName;Cutting;Cutting;PigmentPlantPink;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
PigmentPlantMagenta;@PigmentPlantMagenta_DisplayName;Cutting;Cutting;PigmentPlantMagenta;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantRed;@DyePlantRed_DisplayName;Cutting;Cutting;DyePlantRed;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantOrange;@DyePlantOrange_DisplayName;Cutting;Cutting;DyePlantOrange;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantYellow;@DyePlantYellow_DisplayName;Cutting;Cutting;DyePlantYellow;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantGreen;@DyePlantGreen_DisplayName;Cutting;Cutting;DyePlantGreen;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantTurquoise;@DyePlantTurquoise_DisplayName;Cutting;Cutting;DyePlantTurquoise;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantBlue;@DyePlantBlue_DisplayName;Cutting;Cutting;DyePlantBlue;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantCyan;@DyePlantCyan_DisplayName;Cutting;Cutting;DyePlantCyan;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantViolet;@DyePlantViolet_DisplayName;Cutting;Cutting;DyePlantViolet;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantWhite;@DyePlantWhite_DisplayName;Cutting;Cutting;DyePlantWhite;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantBrown;@DyePlantBrown_DisplayName;Cutting;Cutting;DyePlantBrown;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantBlack;@DyePlantBlack_DisplayName;Cutting;Cutting;DyePlantBlack;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
DyePlantMagenta;@DyePlantMagenta_DisplayName;Cutting;Cutting;DyePlantMagenta;;900;1800;Harvesting;0;0;12;false;ToolRequired;false;Gather_HarvestingT1;;;false;false;false;;Pigment;false;false;;;;0
LootSmallT1;@LootContainer_DisplayName_Small;None;None;Empty;;0;0;None;0;0;2.5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootSmallT1_Standing;@LootContainer_DisplayName_Small;Handcrafting;None;Empty;;0;0;None;0;0;2.5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootSmallT2;@LootContainer_DisplayName_Small;None;None;Empty;;0;0;None;0;0;2.5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootSmallT3;@LootContainer_DisplayName_Small;None;None;Empty;;0;0;None;0;0;2.5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootMediumT1;@LootContainer_DisplayName_Medium;None;None;Empty;;0;0;None;0;0;2.5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootMediumT1_Standing;@LootContainer_DisplayName_Medium;Handcrafting;None;Empty;;0;0;None;0;0;2.5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootMediumT1_Outpost;@LootContainer_DisplayName_Medium;Handcrafting;None;Empty;;0;0;None;0;0;2.5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootMediumT2;@LootContainer_DisplayName_Medium;None;None;Empty;;0;0;None;0;0;2.5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootMediumT3;@LootContainer_DisplayName_Medium;None;None;Empty;;0;0;None;0;0;2.5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootLargeT1;@LootContainer_DisplayName_Large;LootContainer;None;Empty;;0;0;None;0;0;5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootLargeT1_Standing;@LootContainer_DisplayName_Large;Handcrafting;None;Empty;;0;0;None;0;0;5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootLargeT2;@LootContainer_DisplayName_Large;LootContainer;None;Empty;;0;0;None;0;0;5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootLargeT3;@LootContainer_DisplayName_Large;LootContainer;None;Empty;;0;0;None;0;0;5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootLargeT3ElitePOI;@LootContainer_DisplayName_Large;LootContainer;None;Empty;;82800;82800;None;0;0;5;false;NoToolNecessary;true;;;;true;true;true;;;false;false;;;;0
LootFtueBackstory;@LootContainer_DisplayName_Large;None;None;Empty;;0;0;None;0;0;2.5;false;NoToolNecessary;true;;;;true;true;false;;;false;false;;;;0
Goat;@Goat_DisplayName;Dressing;Dressing;Goat;;900;1800;Skinning;0;0;12;false;ToolRequired;true;Gather_SkinningT1;;;false;false;false;;;false;false;;;;0
Sheep;@Sheep_DisplayName;Dressing;Dressing;Sheep;;900;1800;Skinning;0;0;12;false;ToolRequired;true;Gather_SkinningT1;;;false;false;false;;;false;false;;;;0
Churro;@Churro_DisplayName;Dressing;Dressing;Sheep;;900;1800;Skinning;0;0;12;false;ToolRequired;true;Gather_SkinningT1;;;false;false;false;;;false;false;;;;0
Alligator;@Alligator_DisplayName;Dressing;Dressing;AlligatorSkinning;;900;1800;Skinning;0;0;22;false;ToolRequired;true;Gather_SkinningT2;;;false;false;false;;;false;false;;;;0
Alligator_Strange;@Alligator_Strange_DisplayName;Dressing;Dressing;AlligatorSkinning;;900;1800;Skinning;0;0;22;false;ToolRequired;true;Gather_SkinningT3;;;false;false;false;;;false;false;;;;0
Cow;@Cow_DisplayName;Dressing;Dressing;FarmCow;;900;1800;Skinning;0;0;17;false;ToolRequired;true;Gather_SkinningT2;;;false;false;false;;;false;false;;;;0
Cow_Milk;@Cow_Milk_DisplayName;Cutting;None;Settlement_Milk;;3600;3600;None;0;0;8;false;NoToolNecessary;true;;;;false;true;false;;;false;false;;;;0
GateAncientSmall;@LockedGate;None;None;KeyAzoth;;900;5;None;0;0;7;false;ItemRequired;true;;AnimusT3;1;false;false;false;;;false;false;;;;0
GateAncientLarge;@LockedLargeGate;None;None;Empty;;900;20;None;0;0;7;false;ItemRequired;true;;;;false;false;false;;;false;false;;;;0
GateSpriggan;@SprigganGate_DisplayName;Handcrafting;None;Empty;;5;5;None;0;0;2;false;NoToolNecessary;true;;;;true;false;false;;;false;false;;;;0
GateSprigganSpawn;@SprigganSpawnGate_DisplayName;Handcrafting;None;Empty;;5;5;None;0;0;2;false;ItemRequired;true;;SprigganKey;1;true;false;false;;;false;false;;;;0
GateCrater1;@CraterGate1_DisplayName;Handcrafting;None;AlchemyLT3;;630;900;None;0;0;7;false;NoToolNecessary;true;;;;true;false;false;;;false;false;;;;0
GateCrater2;@CraterGate2_DisplayName;Handcrafting;None;AlchemyLT3;;630;900;None;0;0;7;false;NoToolNecessary;true;;;;true;false;false;;;false;false;;;;0
GateWaterTemple1;@WaterTempleGate1_DisplayName;Handcrafting;None;CraterBossKey1;;300;300;None;0;0;7;false;ItemRequired;true;;CraterKey1;1;true;false;false;;;false;false;;;;0
GateWaterTemple2;@WaterTempleGate2_DisplayName;Handcrafting;None;CraterBossKey2;;300;300;None;0;0;7;false;ItemRequired;true;;CraterKey2;1;true;false;false;;;false;false;;;;0
GateWaterTemple3;@WaterTempleGate3_DisplayName;Handcrafting;None;SprigganKey;;300;300;None;0;0;7;false;ItemRequired;true;;CraterBossKey1;1;true;false;false;;;false;false;;;;0
GateMalTemple1;@WaterTempleGate1_DisplayName;Handcrafting;None;Empty;;200;200;None;0;0;7;false;NoToolNecessary;true;;;;true;false;false;;;false;false;;;;0
GateMalTemple2;@WaterTempleGate2_DisplayName;Handcrafting;None;Empty;;200;200;None;0;0;7;false;NoToolNecessary;true;;;;true;false;false;;;false;false;;;;0
GateMalTemple3;@WaterTempleGate3_DisplayName;Handcrafting;None;Empty;;600;600;None;0;0;7;false;NoToolNecessary;true;;;;true;false;false;;;false;false;;;;0
ItemPotionHealT1;@Item_PotionHealT1_DisplayName;None;None;ItemPotionHealthT1;;600;600;None;0;0;1;false;NoToolNecessary;true;;;;true;false;false;;;false;false;;;;0
ItemClothT2;@Item_ClothT2_DisplayName;None;None;ItemClothT2;;600;600;None;0;0;1;false;NoToolNecessary;true;;;;true;false;false;;;false;false;;;;0
SummoningShrine_IceElemental;@SummoningShrine;None;None;KeyAzoth;;900;5;None;0;0;7;false;ItemRequired;true;;AnimusT5;1;false;false;false;;;false;false;;;;0
DarknessCorruptionCore;@Darkness_CorruptionCore_DisplayName;AzothStaffLow;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;0;0;5;false;ToolRequired;false;;;;false;false;false;;;true;false;;;;0
DarknessPylon;@Pylon_DisplayName;AzothStaffLow;AzothStaff;DarknessPylon;;900;1800;AzothStaff;0;0;12;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessAcolyte;@Damned_Axeman_DisplayName;None;None;Darkness_Damned_Acolyte;;900;1800;None;0;0;3;false;NoToolNecessary;true;;;;false;false;false;;;true;false;;;;0
DarknessFissure;@Darkness_CorruptedFissure_DisplayName;AzothStaffLow;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;0;0;5;false;ToolRequired;false;;;;false;false;false;;;true;false;;;;0
DarknessMajorMonolithDT1;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;1;0;12;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMajorMonolithDT2;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;2;0;12;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMajorMonolithDT3;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;3;0;12;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMajorMonolithDT4;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;4;0;12;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMajorMonolithDT5;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;12;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMajorMonolithDT6;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;12;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorMonolithDT1;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;1;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorMonolithDT2;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;2;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorMonolithDT3;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;3;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorMonolithDT4;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;4;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorMonolithDT5;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorMonolithDT6;@Darkness_Monolith_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessPylonDT1;@Darkness_Pylon_DisplayName;AzothStaffHigh;AzothStaff;DarknessPylon;;900;1800;AzothStaff;1;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessPylonDT2;@Darkness_Pylon_DisplayName;AzothStaffHigh;AzothStaff;DarknessPylon;;900;1800;AzothStaff;2;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessPylonDT3;@Darkness_Pylon_DisplayName;AzothStaffHigh;AzothStaff;DarknessPylon;;900;1800;AzothStaff;3;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessPylonDT4;@Darkness_Pylon_DisplayName;AzothStaffHigh;AzothStaff;DarknessPylon;;900;1800;AzothStaff;4;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessPylonDT5;@Darkness_Pylon_DisplayName;AzothStaffHigh;AzothStaff;DarknessPylon;;900;1800;AzothStaff;5;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessPylonDT6;@Darkness_Pylon_DisplayName;AzothStaffHigh;AzothStaff;DarknessPylon;;900;1800;AzothStaff;5;0;10;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMajorPortalDT1;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;1;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMajorPortalDT2;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;2;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMajorPortalDT3;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;3;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMajorPortalDT4;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;4;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMajorPortalDT5;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMajorPortalDT6;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorPortalDT1;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;1;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorPortalDT2;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;2;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorPortalDT3;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;3;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorPortalDT4;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;4;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorPortalDT5;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorPortalDT6;@Darkness_Portal_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorSummoningCircleDT1;@Darkness_SummoningCircle_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;1;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorSummoningCircleDT2;@Darkness_SummoningCircle_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;2;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorSummoningCircleDT3;@Darkness_SummoningCircle_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;3;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorSummoningCircleDT4;@Darkness_SummoningCircle_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;4;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorSummoningCircleDT5;@Darkness_SummoningCircle_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorSummoningCircleDT6;@Darkness_SummoningCircle_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;7;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorFissureDT1;@Darkness_Fissure_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;1;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorFissureDT2;@Darkness_Fissure_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;2;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorFissureDT3;@Darkness_Fissure_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;3;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorFissureDT4;@Darkness_Fissure_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;4;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorFissureDT5;@Darkness_Fissure_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
DarknessMinorFissureDT6;@Darkness_Fissure_DisplayName;AzothStaffHigh;AzothStaff;DarknessCorruptionCore;;900;1800;AzothStaff;5;0;5;false;ToolRequired;false;Gather3;;;false;false;false;;;true;false;;;;0
