ConsumableID;AddStatusEffects;StatusEffectMod;DurationOverrides;MinDurationModifier;MaxDurationModifier;DurationScaleFactor;MinPotencyModifier;MaxPotencyModifier;PotencyScaleFactor;RemoveStatusEffects;RemoveStatusEffectCategories;DisplayStatusEffect;UseCount;WeaponUseCount;AfflictionDamage;BaseDamageModifier;BaseDamageType;DamageType;Damage;DMGVitalsCategory;OnUseAffliction;StatMultipliers;RequiredItemClass;MannequinTag;CooldownDuration;CooldownId
FoodFOCSTRT4;FoodFOCSTRT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCSTRT5;FoodFOCSTRT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCDEXT2;FoodFOCDEXT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCDEXT3;FoodFOCDEXT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCDEXT4;FoodFOCDEXT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCDEXT5;FoodFOCDEXT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCINTT2;FoodFOCINTT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCINTT3;FoodFOCINTT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCINTT4;FoodFOCINTT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCINTT5;FoodFOCINTT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCCONT2;FoodFOCCONT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCCONT3;FoodFOCCONT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCCONT4;FoodFOCCONT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCCONT5;FoodFOCCONT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCT2;FoodFOCT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCT3;FoodFOCT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCT4;FoodFOCT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCT5;FoodFOCT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONLUCT5;FoodCONLUCT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
HoningStoneT2;HoningStoneT2;0;0;0;0;0;0;0;0;;Boost;;0;;;;;;;;;;;WeaponOil;0;
HoningStoneT3;HoningStoneT3;0;0;0;0;0;0;0;0;;Boost;;0;;;;;;;;;;;WeaponOil;0;
HoningStoneT4;HoningStoneT4;0;0;0;0;0;0;0;0;;Boost;;0;;;;;;;;;;;WeaponOil;0;
HoningStoneT5;HoningStoneT5;0;0;0;0;0;0;0;0;;Boost;;0;;;;;;;;;;;WeaponOil;0;
ProficiencyBoosterT2;ProficiencyBoosterT2;0;0;0;0;0;0;0;0;;GatherBoost;;0;;;;;;;;;;;Drink;0;
ProficiencyBoosterT3;ProficiencyBoosterT3;0;0;0;0;0;0;0;0;;GatherBoost;;0;;;;;;;;;;;Drink;0;
ProficiencyBoosterT4;ProficiencyBoosterT4;0;0;0;0;0;0;0;0;;GatherBoost;;0;;;;;;;;;;;Drink;0;
ProficiencyBoosterT5;ProficiencyBoosterT5;0;0;0;0;0;0;0;0;;GatherBoost;;0;;;;;;;;;;;Drink;0;
OakfleshBalmT2;OakfleshBalmT2;0;0;0;0;0;0;0;0;;DefBoost;;0;;;;;;;;;;;Boost;120;AbsorbBoost
OakfleshBalmT3;OakfleshBalmT3;0;0;0;0;0;0;0;0;;DefBoost;;0;;;;;;;;;;;Boost;120;AbsorbBoost
OakfleshBalmT4;OakfleshBalmT4;0;0;0;0;0;0;0;0;;DefBoost;;0;;;;;;;;;;;Boost;120;AbsorbBoost
OakfleshBalmT5;OakfleshBalmT5;0;0;0;0;0;0;0;0;;DefBoost;;0;;;;;;;;;;;Boost;120;AbsorbBoost
IncenseT2;IncenseT2;0;0;0;0;0;0;0;0;;ResistBoost;;0;;;;;;;;;;;;0;
IncenseT3;IncenseT3;0;0;0;0;0;0;0;0;;ResistBoost;;0;;;;;;;;;;;;0;
IncenseT4;IncenseT4;0;0;0;0;0;0;0;0;;ResistBoost;;0;;;;;;;;;;;;0;
IncenseT5;IncenseT5;0;0;0;0;0;0;0;0;;ResistBoost;;0;;;;;;;;;;;;0;
GemstoneDustT2;GemstoneDustT2;0;0;0;0;0;0;0;0;;DefBoost;;0;;;;;;;;;;;Boost;120;AbsorbBoost
GemstoneDustT3;GemstoneDustT3;0;0;0;0;0;0;0;0;;DefBoost;;0;;;;;;;;;;;Boost;120;AbsorbBoost
GemstoneDustT4;GemstoneDustT4;0;0;0;0;0;0;0;0;;DefBoost;;0;;;;;;;;;;;Boost;120;AbsorbBoost
GemstoneDustT5;GemstoneDustT5;0;0;0;0;0;0;0;0;;DefBoost;;0;;;;;;;;;;;Boost;120;AbsorbBoost
OR_PotionHealth;PotionHealT5;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionHealth
OR_PotionMana;PotionManaT5;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;20;PotionMana
OR_PotionStamina;GrandPotionEndurance;1;20;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;90;PotionEndurance
OR_FoodSpeed;FoodInitialRecoveryT5+OutpostRush_FoodSpeed;1;0;0;0;0;0;0;0;;Recovery+FoodInitialRecovery;;0;;;;;;;;;;;Eat;0;
OR_FoodPvP;FoodInitialRecoveryT5+OutpostRush_FoodPvP;1;0;0;0;0;0;0;0;;Recovery+FoodInitialRecovery;;0;;;;;;;;;;;Eat;0;
OR_FoodPvE;FoodInitialRecoveryT5+OutpostRush_FoodPvE;1;0;0;0;0;0;0;0;;Recovery+FoodInitialRecovery;;0;;;;;;;;;;;Eat;0;
FireworksT1;FireworksEffectT1;1;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;Call;0;
WCConsumable_SpicedNog;WCConsumable_SpicedNog+FoodRecoveryT3+WCConsumable_Gleamite;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Drink;0;
WCConsumable_Mealiewrap;WCConsumable_Mealiewrap+FoodRecoveryT3+WCConsumable_Gleamite;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
WCConsumable_ConvergenceCake;WCConsumable_ConvergenceCake+FoodRecoveryT2+WCConsumable_Gleamite;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
WCConsumable_ButtercreamPudding;WCConsumable_ButtercreamPudding+FoodRecoveryT2+WCConsumable_Gleamite;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Drink;0;
WCConsumable_GingersnapCookie;WCConsumable_GingersnapCookie+FoodRecoveryT2+WCConsumable_Gleamite;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
