TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;EnforceLocationRequirement;TerritoryID;POITag;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;TargetDescriptionTaskId;OverrideLocation;TP_StayComplete;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
0205_0102_Container_04_Gauntlets_04;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_04_Gauntlets_task_08;0205_0102_04_Gauntlets_task_09;;;
0205_0102_04_Gauntlets_task_08;TaskInteract;;0;1;;;0;0;false;;;;false;false;false;;;;;SettlementBlacksmith;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_04_Gauntlets_task_08;;;;;;;;;;;;;;
0205_0102_04_Gauntlets_task_09;TaskHaveItems;;1;1;HeavyHands_BattlesEmbraceGauntletsT5;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_04_Gauntlets_task_09;;;1;;;;;;;;;;;
0205_0102_d_00_Container_05_Helm;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0205_0102_05_Helm_task_01;0205_0102_Container_05_Helm_01;0205_0102_Container_05_Helm_02;0205_0102_Container_05_Helm_03;0205_0102_Container_05_Helm_04
0205_0102_05_Helm_task_01;TaskGiveItem;;1;1;WorkOrder_0205_0102_Helm_BattlesEmbrace;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_05_Helm_task_01;;;;1;;;;;;;;;;
0205_0102_Container_05_Helm_01;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_05_Helm_task_02;0205_0102_05_Helm_task_03;;;
0205_0102_05_Helm_task_02;TaskGoToPOITag;;1;0;;;0;0;true;;crater_malice_50327;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_05_Helm_task_02;;;;;;;;;;;;;;
0205_0102_05_Helm_task_03;TaskHaveItems;;1;13;0205_0102_RuggedVarnish;AngryEarth;100;0;true;;crater_malice_50327;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_05_Helm_task_03;;;1;;;;;;;;;;;
0205_0102_Container_05_Helm_02;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_05_Helm_task_04;0205_0102_05_Helm_task_05;;;
0205_0102_05_Helm_task_04;TaskGoToPOITag;;1;0;;;0;0;true;;crater_corruptedminewest_50332;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_05_Helm_task_04;;;;;;;;;;;;;;
0205_0102_05_Helm_task_05;TaskHaveItems;;1;15;0205_0102_ShardsBattle;Corrupted;100;0;true;;crater_corruptedminewest_50332;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_05_Helm_task_05;;;1;;;;;;;;;;;
0205_0102_Container_05_Helm_03;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_05_Helm_task_06;0205_0102_05_Helm_task_07;;;
0205_0102_05_Helm_task_06;TaskGoToPOITag;;1;0;;;0;0;true;;crater_corruptedmineeast_50333;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_05_Helm_task_06;;;;;;;;;;;;;;
0205_0102_05_Helm_task_07;TaskHaveItems;;1;12;0205_0102_HeavyPadding;Corrupted;100;0;true;;crater_corruptedmineeast_50333;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_05_Helm_task_07;;;1;;;;;;;;;;;
0205_0102_Container_05_Helm_04;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_05_Helm_task_08;0205_0102_05_Helm_task_09;;;
0205_0102_05_Helm_task_08;TaskInteract;;0;1;;;0;0;false;;;;false;false;false;;;;;SettlementBlacksmith;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_05_Helm_task_08;;;;;;;;;;;;;;
0205_0102_05_Helm_task_09;TaskHaveItems;;1;1;HeavyHead_BattlesEmbraceHelmT5;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_05_Helm_task_09;;;1;;;;;;;;;;;
0204_0104_d_00_Container_Executioner_lvl40_Weapon;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0204_0104_BucaneersPlank_Quest_container;0204_0104_HangmansBinding_Quest_container;0204_0104_BladeBrute_Quest_container;0204_0104_InfernalCoagulant_Quest_container;
0204_0104_BucaneersPlank_Quest_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_BucaneersPlank_Quest_objective_title;;;;;;;;;;0204_0104_giveWorkOrder;0204_0104_BucaneersPlank_container;;;
0204_0104_giveWorkOrder;TaskGiveItem;;1;1;WorkOrder_0204_0104_Executioner;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_InfernalCoagulant_Quest_task_03;;;1;1;;;;;;;;;;
0204_0104_BucaneersPlank_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0204_0104_BucaneersPlank_Quest_task_01;0204_0104_BucaneersPlank_Quest_task_02;;;
0204_0104_BucaneersPlank_Quest_task_01;TaskGoToPOITag;;0;1;;;0;0;true;;pirate_fort_30016;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_BucaneersPlank_Quest_task_01;;;;;;;;;;;;;;
0204_0104_BucaneersPlank_Quest_task_02;TaskHaveItems;;0;14;0204_0104_BucaneersPlank;Pirate;100;0;true;;pirate_fort_30016;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_BucaneersPlank_Quest_task_02;;;1;;;;;;;;;;;
0204_0104_HangmansBinding_Quest_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_HangmansBinding_Quest_objective_title;;;;;;;;;;0204_0104_HangmansBinding_container;;;;
0204_0104_HangmansBinding_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0204_0104_HangmansBinding_Quest_task_01;0204_0104_HangmansBinding_Quest_task_02;0204_0104_HangmansBinding_Quest_task_03;;
0204_0104_HangmansBinding_Quest_task_01;TaskGoToPOITag;;0;1;;;0;0;true;greatcleave1;greatcleave1;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_HangmansBinding_Quest_task_01;;;;;;;;;;;;;;
0204_0104_HangmansBinding_Quest_task_02;TaskHaveItems;;0;15;0204_0104_HangmansBinding;Undead;100;0;true;greatcleave1;greatcleave1;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_HangmansBinding_Quest_task_02;;;1;;;;;;;;;;;
0204_0104_HangmansBinding_Quest_task_03;TaskHaveItems;;0;15;0204_0104_HangmansBinding;Ghost_Frozen_03GC01;100;0;true;greatcleave1;greatcleave1;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_HangmansBinding_Quest_task_03;;;;1;;;;;;;;;;
0204_0104_BladeBrute_Quest_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_BladeBrute_Quest_objective_title;;;;;;;;;;0204_0104_BladeBrute_container;;;;
0204_0104_BladeBrute_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0204_0104_BladeBrute_Quest_task_01;0204_0104_BladeBrute_Quest_task_02;;;
0204_0104_BladeBrute_Quest_task_01;TaskGoToPOITag;;0;1;;;0;0;true;;googlywreck;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_BladeBrute_Quest_task_01;;;;;;;;;;;;;;
0204_0104_BladeBrute_Quest_task_02;TaskHaveItems;;0;16;0204_0104_BladeBrute;Pirate;100;0;true;;googlywreck;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_BladeBrute_Quest_task_02;;;1;;;;;;;;;;;
0204_0104_InfernalCoagulant_Quest_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_InfernalCoagulant_Quest_objective_title;;;;;;;;;;0204_0104_InfernalCoagulant_container;0204_0104_InfernalCoagulant_combined_container;;;
0204_0104_InfernalCoagulant_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0204_0104_InfernalCoagulant_Quest_task_01;0204_0104_InfernalCoagulant_Quest_task_02;;;
0204_0104_InfernalCoagulant_Quest_task_01;TaskGoToPOITag;;0;1;;;0;0;true;;ancient_lookout_highcliff;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_InfernalCoagulant_Quest_task_01;;;;;;;;;;;;;;
0204_0104_InfernalCoagulant_Quest_task_02;TaskHaveItems;;0;1;0204_0104_InfernalCoagulant;Damned_Cultist_Named_01;100;0;true;;ancient_lookout_highcliff;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_InfernalCoagulant_Quest_task_02;;;1;;;;;;;;;;;
0204_0104_InfernalCoagulant_combined_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0204_0104_Combine_Quest_task_04;0204_0104_Combine_Quest_task_05;;;
0204_0104_Combine_Quest_task_04;TaskInteract;;0;1;;;0;0;false;;;;false;false;false;;;;;SettlementBlacksmith;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_InfernalCoagulant_Quest_task_04;;;;;;;;;;;;;;
0204_0104_Combine_Quest_task_05;TaskHaveItems;;1;1;2hGreataxe_ExecutionerT4;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0204_0104_InfernalCoagulant_Quest_task_05;;;1;;;;;;;;;;;
0203_0103_d_00_Container_Hope_Manifest_lvl40_Weapon;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0203_0103_MendersCloth_Quest_container;0203_0103_SoothsayerSalve_Quest_container;0203_0103_MercysBreath_Quest_container;0203_0103_HopeCatalyst_Quest_container;
0203_0103_MendersCloth_Quest_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_MendersCloth_Quest_objective_title;;;;;;;;;;0203_0103_giveWorkOrder;0203_0103_MendersCloth_container;;;
0203_0103_giveWorkOrder;TaskGiveItem;;1;1;WorkOrder_0203_0103_Hope_Manifest_lvl40_Weapon;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_HopeCatalyst_Quest_task_03;;;1;1;;;;;;;;;;
0203_0103_MendersCloth_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0203_0103_MendersCloth_Quest_task_01;0203_0103_MendersCloth_Quest_task_02;;;
0203_0103_MendersCloth_Quest_task_01;TaskGoToPOITag;;0;1;;;0;0;true;;decayedcamp;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_MendersCloth_Quest_task_01;;;;;;;;;;;;;;
0203_0103_MendersCloth_Quest_task_02;TaskHaveItems;;0;14;0203_0103_MendersCloth;Lost;100;0;true;;decayedcamp;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_MendersCloth_Quest_task_02;;;1;;;;;;;;;;;
0203_0103_SoothsayerSalve_Quest_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_SoothsayerSalve_Quest_objective_title;;;;;;;;;;0203_0103_SoothsayerSalve_container;;;;
0203_0103_SoothsayerSalve_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0203_0103_SoothsayerSalve_Quest_task_01;0203_0103_SoothsayerSalve_Quest_task_02;;;
0203_0103_SoothsayerSalve_Quest_task_01;TaskGoToPOITag;;0;1;;;0;0;true;;ancient_shrine_40313;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_SoothsayerSalve_Quest_task_01;;;;;;;;;;;;;;
0203_0103_SoothsayerSalve_Quest_task_02;TaskHaveItems;;0;15;0203_0103_SoothsayerSalve;Ancient;100;0;true;;ancient_shrine_40313;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_SoothsayerSalve_Quest_task_02;;;1;;;;;;;;;;;
0203_0103_MercysBreath_Quest_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_MercysBreath_Quest_objective_title;;;;;;;;;;0203_0103_MercysBreath_container;;;;
0203_0103_MercysBreath_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0203_0103_MercysBreath_Quest_task_01;0203_0103_MercysBreath_Quest_task_02;;;
0203_0103_MercysBreath_Quest_task_01;TaskGoToPOITag;;0;1;;;0;0;true;;ancient_lighthouse;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_MercysBreath_Quest_task_01;;;;;;;;;;;;;;
0203_0103_MercysBreath_Quest_task_02;TaskHaveItems;;0;16;0203_0103_MercysBreath;AngryEarth;100;0;true;;ancient_lighthouse;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_MercysBreath_Quest_task_02;;;1;;;;;;;;;;;
0203_0103_HopeCatalyst_Quest_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_HopeCatalyst_Quest_objective_title;;;;;;;;;;0203_0103_HopeCatalyst_container;0203_0103_HopeCatalyst_combined_container;;;
0203_0103_HopeCatalyst_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0203_0103_HopeCatalyst_Quest_task_01;0203_0103_HopeCatalyst_Quest_task_02;;;
0203_0103_HopeCatalyst_Quest_task_01;TaskGoToPOITag;;0;1;;;0;0;true;;ancient_watchtower_highbluff_60318;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_HopeCatalyst_Quest_task_01;;;;;;;;;;;;;;
0203_0103_HopeCatalyst_Quest_task_02;TaskHaveItems;;0;1;0203_0103_HopeCatalyst;AncientGuardian_Javelineer_Named_01;100;0;true;;ancient_watchtower_highbluff_60318;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_HopeCatalyst_Quest_task_02;;;1;;;;;;;;;;;
0203_0103_HopeCatalyst_combined_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0203_0103_Combine_Quest_task_04;0203_0103_Combine_Quest_task_05;;;
0203_0103_Combine_Quest_task_04;TaskInteract;;0;1;;;0;0;false;;;;false;false;false;;;;;SettlementAlchemy;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_HopeCatalyst_Quest_task_04;;;;;;;;;;;;;;
0203_0103_Combine_Quest_task_05;TaskHaveItems;;1;1;2hStaffLife_HopeManifestT4;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0203_0103_HopeCatalyst_Quest_task_05;;;1;;;;;;;;;;;
9804_M_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9804_M_0001_d_01_04FactionHandoff_Push;9804_M_0001_d_02_Reach_MarauderRank_1;9804_M_0001_d_03_TaskAchievement_TrialComplete_Gladiator;;
9804_M_0001_d_01_04FactionHandoff_Push;TaskObjective;;1;0;0402_0401_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9804_M_0001_d_02_Reach_MarauderRank_1;TaskHaveLevel;;1;3000;Marauder;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_Reach_NextMarauderRank;;;;;;;;;;;;;;
9804_M_0001_d_03_TaskAchievement_TrialComplete_Gladiator;TaskAchievement;;1;0;marauders_faction_quest_01;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_0001_CompleteTrial_Gladiator;;;;;;;;;;;;;;
9806_M_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9806_M_0001_d_01_06FactionHandoff_Push;9806_M_0001_d_02_Reach_MarauderRank_1;9806_M_0001_d_03_TaskAchievement_TrialComplete_Gladiator;;
9806_M_0001_d_01_06FactionHandoff_Push;TaskObjective;;1;0;0602_0401_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9806_M_0001_d_02_Reach_MarauderRank_1;TaskHaveLevel;;1;3000;Marauder;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_Reach_NextMarauderRank;;;;;;;;;;;;;;
9806_M_0001_d_03_TaskAchievement_TrialComplete_Gladiator;TaskAchievement;;1;0;marauders_faction_quest_01;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_0001_CompleteTrial_Gladiator;;;;;;;;;;;;;;
9809_M_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9809_M_0001_d_01_09FactionHandoff_Push;9809_M_0001_d_02_Reach_MarauderRank_1;9809_M_0001_d_03_TaskAchievement_TrialComplete_Gladiator;;
9809_M_0001_d_01_09FactionHandoff_Push;TaskObjective;;1;0;0902_0401_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9809_M_0001_d_02_Reach_MarauderRank_1;TaskHaveLevel;;1;3000;Marauder;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_Reach_NextMarauderRank;;;;;;;;;;;;;;
9809_M_0001_d_03_TaskAchievement_TrialComplete_Gladiator;TaskAchievement;;1;0;marauders_faction_quest_01;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_0001_CompleteTrial_Gladiator;;;;;;;;;;;;;;
9812_M_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9812_M_0001_d_01_12FactionHandoff_Push;9812_M_0001_d_02_Reach_MarauderRank_1;9812_M_0001_d_03_TaskAchievement_TrialComplete_Gladiator;;
9812_M_0001_d_01_12FactionHandoff_Push;TaskObjective;;1;0;1202_0403_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9812_M_0001_d_02_Reach_MarauderRank_1;TaskHaveLevel;;1;3000;Marauder;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_Reach_NextMarauderRank;;;;;;;;;;;;;;
9812_M_0001_d_03_TaskAchievement_TrialComplete_Gladiator;TaskAchievement;;1;0;marauders_faction_quest_01;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_0001_CompleteTrial_Gladiator;;;;;;;;;;;;;;
98_M_01_d_00_Container_combatprowess;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_M_01_d_01_TaskGoToPOITag_undead_bastion_30126;98_M_01_d_02_kill_CaptainHamidou_undead_bastion_30126;;;
98_M_01_d_01_TaskGoToPOITag_undead_bastion_30126;TaskGoToPOITag;;1;0;;;0;0;true;;undead_bastion_30126;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_01_combatprowess_goto_POI;;;;;;;;;;;;;;
98_M_01_d_02_kill_CaptainHamidou_undead_bastion_30126;TaskKillContribution;;1;1;;;0;0;false;;undead_bastion_30126;;false;false;false;;;;;;;;Undead_Berserker_Named_07;;;;;;;;;;;;;;;;;;0;;@98_M_01_combatprowess_defeat_named_target;;;;;;;;;;;;;;
98_M_0102_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_M_0102_d_01_Reach_MarauderRank_2;98_M_0102_d_02_TaskAchievement_TrialComplete_Ravager;;;
98_M_0102_d_01_Reach_MarauderRank_2;TaskHaveLevel;;1;11000;Marauder;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_Reach_NextMarauderRank;;;;;;;;;;;;;;
98_M_0102_d_02_TaskAchievement_TrialComplete_Ravager;TaskAchievement;;1;0;marauders_faction_quest_01b;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_0102_CompleteTrial_Ravager;;;;;;;;;;;;;;
98_M_01b_d_00_Container_fenravager;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_M_01b_d_01_container_fenton;98_M_01b_d_02_container_swampwater;98_M_01b_d_03_container_anglers;;
98_M_01b_d_01_container_fenton;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_MSC_01b_POI_FentonHamlet;;;;;;;;;;98_M_01b_d_01_02_kill_10_Fenton_haunted_town_50216;;;;
98_M_01b_d_01_02_kill_10_Fenton_haunted_town_50216;TaskKillContribution;;1;10;;;0;0;false;;haunted_town_50216;;false;false;false;;;;;;;;Fenton;;;;;;;;;;;;;;;;;;0;;@98_M_01b_fenravager_killtarget_cut_down_AI;;;;;;;;;;;;;;
98_M_01b_d_02_container_swampwater;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_MSC_01b_POI_Swampwater;;;;;;;;;;98_M_01b_d_02_02_kill_10_Lost_abandoned_fishing_village_50209;;;;
98_M_01b_d_02_02_kill_10_Lost_abandoned_fishing_village_50209;TaskKillContribution;;1;10;;;0;0;false;;abandoned_fishing_village_50209;;false;false;false;;;;;;;;Swampwater;;;;;;;;;;;;;;;;;;0;;@98_M_01b_fenravager_killtarget_defeat_AI;;;;;;;;;;;;;;
98_M_01b_d_03_container_anglers;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_MSC_01b_POI_AnglersDoom;;;;;;;;;;98_M_01b_d_03_02_kill_10_Fenwallow_abandoned_fishing_village_50207;;;;
98_M_01b_d_03_02_kill_10_Fenwallow_abandoned_fishing_village_50207;TaskKillContribution;;1;10;;;0;0;true;;abandoned_fishing_village_50207;;false;false;false;;;;;;;;Fenwallow;;;;;;;;;;;;;;;;;;0;;@98_M_01b_fenravager_killtarget_eliminate_AI;;;;;;;;;;;;;;
98_M_0203_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_M_0203_d_01_Reach_MarauderRank_3;98_M_0203_d_02_TaskAchievement_TrialComplete_Destroyer;;;
98_M_0203_d_01_Reach_MarauderRank_3;TaskHaveLevel;;1;26000;Marauder;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_Reach_NextMarauderRank;;;;;;;;;;;;;;
98_M_0203_d_02_TaskAchievement_TrialComplete_Destroyer;TaskAchievement;;1;0;marauders_faction_quest_02;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_0203_CompleteTrial_Destroyer;;;;;;;;;;;;;;
98_M_02_d_00_Container_ultimatewarrior;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_M_02_d_01_container_cutthroats;98_M_02_d_02_container_mourning;98_M_02_d_03_container_foulroot;;
98_M_02_d_01_container_cutthroats;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_02_ultimatewarrior_POI_Cutthroat;;;;;;;;;;98_M_02_d_01_01_kill_10_Lost_shipwreck_eastbayshipwreck_60302;;;;
98_M_02_d_01_01_kill_10_Lost_shipwreck_eastbayshipwreck_60302;TaskKillContribution;;1;10;;;0;0;true;;shipwreck_eastbayshipwreck_60302;;false;false;false;;;;;;;;Seasong;;;;;;;;;;;;;;;;;;0;;@98_M_02_ultimatewarrior_killtarget_defeat_AI;;;;;;;;;;;;;;
