TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;UseGlobalStorage;EnforceLocationRequirement;TerritoryID;POITag;GameModeID;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;TargetDescriptionTaskId;OverrideLocation;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
0511_0201_d_02_04_Have_WyrdwoodSeedFiber;TaskHaveAndReturnItems;;1;5;0511_0205_WyrdwoodSeedFiber;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0201_d_03_container_UmbrasReach_sub_3;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0511_0201_d_03_01_UmbrasReach_questTrack_indarkestshadow;0511_0201_d_03_02_Have_VoidCrystalFragment;0511_0201_d_03_03_UmbrasReach_questTrack_powerofthevoid;0511_0201_d_03_03a_Give_ChargedVoidCrystalFragment;0511_0201_d_03_04_Have_ChargedVoidCrystalFragment
0511_0201_d_03_01_UmbrasReach_questTrack_indarkestshadow;TaskObjective;;1;0;0511_0206_UmbrasReach_indarkestshadow;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0201_UmbrasReach_questTrack_indarkestshadow;;;0;;;;;;;;;;
0511_0201_d_03_02_Have_VoidCrystalFragment;TaskHaveAndReturnItems;;1;3;0511_0206_VoidCrystalFragment;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0201_d_03_03_UmbrasReach_questTrack_powerofthevoid;TaskObjective;;1;0;0511_0207_UmbrasReach_powerofthevoid;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0201_UmbrasReach_questTrack_powerofthevoid;;;0;;;;;;;;;;
0511_0201_d_03_03a_Give_ChargedVoidCrystalFragment;TaskGiveItem;;1;3;0511_0206_ChargedVoidCrystalFragment;;0;0;false;false;;;;;true;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0201_d_03_04_Have_ChargedVoidCrystalFragment;TaskHaveAndReturnItems;;1;3;0511_0206_ChargedVoidCrystalFragment;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0201_d_04_container_UmbrasReach_sub_4;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0511_0201_d_04_01_UmbrasReach_questTrack_duskyfocus;0511_0201_d_04_02_Have_PureCrystalLens;0511_0201_d_04_03_UmbrasReach_questTrack_holdbackthenight;0511_0201_d_04_04_Have_ResinHardenedLeather;
0511_0201_d_04_01_UmbrasReach_questTrack_duskyfocus;TaskObjective;;1;0;0511_0208_UmbrasReach_duskyfocus;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0201_UmbrasReach_questTrack_duskyfocus;;;0;;;;;;;;;;
0511_0201_d_04_02_Have_PureCrystalLens;TaskHaveAndReturnItems;;1;1;0511_0208_PureCrystalLens;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0201_d_04_03_UmbrasReach_questTrack_holdbackthenight;TaskObjective;;1;0;0511_0209_UmbrasReach_holdbackthenight;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0201_UmbrasReach_questTrack_holdbackthenight;;;0;;;;;;;;;;
0511_0201_d_04_04_Have_ResinHardenedLeather;TaskHaveAndReturnItems;;1;1;0511_0209_ResinHardenedLeather;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0202_d_00_container_UmbrasReach_inbrightestlight;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0511_0202_d_01_GatherItems_1_EmptyAzothEnergySource;0511_0202_d_02_container_inbrightestlight_AzothWater;;;
0511_0202_d_01_GatherItems_1_EmptyAzothEnergySource;TaskGatherAndReturnItems;;1;1;0511_0202_EmptyAzothEnergySource;0519_EmptyAzothPowerSource;100;0;false;true;;Lighthouse_Base_50129;;;true;false;;;;;;IO_0519_EmptyAzothPowerSource;;;;;0;;;;;;;;;;;;;;;;;;@0511_0202_UmbrasReach_inbrightestlight_gatheritem;;11995.842 2761.290 101.412;0;;;;;;;;;;
0511_0202_d_02_container_inbrightestlight_AzothWater;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0511_0202_d_02_01_RequireGatherItems_3_PureAzothWater;0511_0202_d_02_02_HaveAndReturn_3_PureAzothWater;;;
0511_0202_d_02_01_RequireGatherItems_3_PureAzothWater;TaskGatherItems;;1;3;0511_0202_PureAzothWater;AzothWater;100;0;false;false;;;;;true;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0202_UmbrasReach_inbrightestlight_gatherazothwater;;;0;;;;;;;;;;
0511_0202_d_02_02_HaveAndReturn_3_PureAzothWater;TaskHaveAndReturnItems;;1;3;0511_0202_PureAzothWater;AzothWater;100;0;false;false;;;;;true;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_00_container_UmbrasReach_stygianchannel;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0511_0203_d_01_container_stygianchannel_gotos;;;;
0511_0203_d_01_container_stygianchannel_gotos;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0203_UmbrasReach_stygianchannel_gotoPOIcont;;;0;;;;;;0511_0203_d_01_01_container_stygianchannel_sagitta;0511_0203_d_01_02_container_stygianchannel_grus;0511_0203_d_01_03_container_stygianchannel_newbalefire;0511_0203_d_01_04_container_stygianchannel_lunaryth;
0511_0203_d_01_01_container_stygianchannel_sagitta;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;ancient_lookout_overgrowth_60306;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0203_UmbrasReach_stygianchannel_gotoPOI;;;0;;;;;;0511_0203_d_01_01_01_GoToPOITag_ancient_lookout_overgrowth_60306;0511_0203_d_01_01_02_GameEvent_StygianChannelSegmentA;0511_0203_d_01_01_03_GiveItems_1_StygianChannelSegment;;
0511_0203_d_01_01_01_GoToPOITag_ancient_lookout_overgrowth_60306;TaskGoToPOITag;;1;0;;;0;0;false;true;;ancient_lookout_overgrowth_60306;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_01_01_02_GameEvent_StygianChannelSegmentA;TaskGameEvent;;1;1;;;0;0;false;true;;ancient_lookout_overgrowth_60306;;;true;false;;;;;;IO_0520_StygianChannelSegmentA;;;0520_StygianChannelSegmentA_interact;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_01_01_03_GiveItems_1_StygianChannelSegment;TaskGiveItem;;1;1;0511_0203_StygianChannelSegment;;100;0;false;false;;ancient_lookout_overgrowth_60306;;;true;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_01_02_container_stygianchannel_grus;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;ancient_lookout_highcliff;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0203_UmbrasReach_stygianchannel_gotoPOI;;;0;;;;;;0511_0203_d_01_02_01_GoToPOITag_ancient_lookout_highcliff;0511_0203_d_01_02_02_GameEvent_StygianChannelSegmentB;0511_0203_d_01_02_03_GiveItems_1_StygianChannelSegment;;
0511_0203_d_01_02_01_GoToPOITag_ancient_lookout_highcliff;TaskGoToPOITag;;1;0;;;0;0;false;true;;ancient_lookout_highcliff;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_01_02_02_GameEvent_StygianChannelSegmentB;TaskGameEvent;;1;1;;;0;0;false;true;;ancient_lookout_highcliff;;;true;false;;;;;;IO_0520_StygianChannelSegmentB;;;0520_StygianChannelSegmentB_interact;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_01_02_03_GiveItems_1_StygianChannelSegment;TaskGiveItem;;1;1;0511_0203_StygianChannelSegment;;100;0;false;false;;ancient_lookout_highcliff;;;true;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_01_03_container_stygianchannel_newbalefire;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;ancient_port_60336;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0203_UmbrasReach_stygianchannel_gotoPOI;;;0;;;;;;0511_0203_d_01_03_01_GoToPOITag_ancient_port_60336;0511_0203_d_01_03_02_GameEvent_StygianChannelSegmentC;0511_0203_d_01_03_03_GiveItems_1_StygianChannelSegment;;
0511_0203_d_01_03_01_GoToPOITag_ancient_port_60336;TaskGoToPOITag;;1;0;;;0;0;false;true;;ancient_port_60336;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_01_03_02_GameEvent_StygianChannelSegmentC;TaskGameEvent;;1;1;;;0;0;false;true;;ancient_port_60336;;;true;false;;;;;;IO_0520_StygianChannelSegmentC;;;0520_StygianChannelSegmentC_interact;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_01_03_03_GiveItems_1_StygianChannelSegment;TaskGiveItem;;1;1;0511_0203_StygianChannelSegment;;100;0;false;false;;ancient_port_60336;;;true;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_01_04_container_stygianchannel_lunaryth;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;tree_offering_60319;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0203_UmbrasReach_stygianchannel_gotoPOI;;;0;;;;;;0511_0203_d_01_04_01_GoToPOITag_tree_offering_60319;0511_0203_d_01_04_02_GameEvent_StygianChannelSegmentD;0511_0203_d_01_04_03_GiveItems_1_StygianChannelSegment;;
0511_0203_d_01_04_01_GoToPOITag_tree_offering_60319;TaskGoToPOITag;;1;0;;;0;0;false;true;;tree_offering_60319;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_01_04_02_GameEvent_StygianChannelSegmentD;TaskGameEvent;;1;1;;;0;0;false;true;;tree_offering_60319;;;true;false;;;;;;IO_0520_StygianChannelSegmentD;;;0520_StygianChannelSegmentD_interact;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0203_d_01_04_03_GiveItems_1_StygianChannelSegment;TaskGiveItem;;1;1;0511_0203_StygianChannelSegment;;100;0;false;false;;tree_offering_60319;;;true;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0204_d_00_container_UmbrasReach_graspingtwilight;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0511_0204_d_01_GiveRecipe_UmbrasReach_Glove;0511_0204_d_02_GoToPOITag_ancientcave_40415;0511_0204_d_03_container_graspingtwilight_items;0511_0204_d_04_CraftRecipe_UmbrasReach_Glove;
0511_0204_d_01_GiveRecipe_UmbrasReach_Glove;TaskGiveItem;;1;1;WorkOrder_0511_0204_UmbrasReach_Glove;;0;0;false;false;;;;;false;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0204_d_02_GoToPOITag_ancientcave_40415;TaskGoToPOITag;;1;0;;;0;0;false;true;;ancientcave;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0204_UmbrasReach_graspingtwilight_gotoPOI;;;0;;;;;;;;;;
0511_0204_d_03_container_graspingtwilight_items;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0511_0204_d_03_01_Have_14_GuardianArmorFilament;0511_0204_d_03_02_Have_1_MediumHands_LeatherT4;;;
0511_0204_d_03_01_Have_14_GuardianArmorFilament;TaskHaveItems;;0;14;0511_0204_GuardianArmorFilament;Rockruins;80;0;false;true;;ancientcave;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0204_UmbrasReach_graspingtwilight_gatheritems;;;0;;;;;;;;;;
0511_0204_d_03_02_Have_1_MediumHands_LeatherT4;TaskHaveItems;;0;1;MediumHands_LeatherT4;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0204_UmbrasReach_graspingtwilight_getglove;;;0;;;;;;;;;;
0511_0204_d_04_CraftRecipe_UmbrasReach_Glove;TaskCraftRecipe;;0;1;;;0;0;false;false;;;;;false;false;;;;0511_0204_UmbrasReach_Glove;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0204_UmbrasReach_graspingtwilight_craftglove;;;0;;;;;;;;;;
0511_0205_d_00_container_UmbrasReach_astitchofshade;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0511_0205_d_01_container_astitchofshade_goto;0511_0205_d_02_container_astitchofshade_gather;;;
0511_0205_d_01_container_astitchofshade_goto;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0205_UmbrasReach_astitchofshade_gotoPOIcont;;;0;;;;;;0511_0205_d_01_01_GoToPOITag_crater_brutalthicket_50310;0511_0205_d_01_02_GoToPOITag_crater_feralcolony_50324;0511_0205_d_01_03_GoToPOITag_crater_brutalsummit_50309;;
0511_0205_d_01_01_GoToPOITag_crater_brutalthicket_50310;TaskGoToPOITag;;1;0;;;0;0;false;true;;crater_brutalthicket_50310;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0205_UmbrasReach_astitchofshade_gotoPOI;;;0;;;;;;;;;;
0511_0205_d_01_02_GoToPOITag_crater_feralcolony_50324;TaskGoToPOITag;;1;0;;;0;0;false;true;;crater_feralcolony_50324;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0205_UmbrasReach_astitchofshade_gotoPOI;;;0;;;;;;;;;;
0511_0205_d_01_03_GoToPOITag_crater_brutalsummit_50309;TaskGoToPOITag;;1;0;;;0;0;false;true;;crater_brutalsummit_50309;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0205_UmbrasReach_astitchofshade_gotoPOI;;;0;;;;;;;;;;
0511_0205_d_02_container_astitchofshade_gather;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0511_0205_d_02_01_GatherItems_5_WyrdwoodSeedFiber;;;;
0511_0205_d_02_01_GatherItems_5_WyrdwoodSeedFiber;TaskGatherItems;;1;5;0511_0205_WyrdwoodSeedFiber;0521_WyrdwoodSeedPod;100;0;false;false;;;;;true;false;;;;;;IO_0521_WyrdwoodSeedPod;;;;;0;;;;;;;;;;;;;;;;;;@0511_0205_UmbrasReach_astitchofshade_gatheritems;;;0;;;;;;;;;;
0511_0206_d_00_container_UmbrasReach_indarkestshadow;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0511_0206_d_01_GatherItems_3_VoidCrystalFragment;;;;
0511_0206_d_01_GatherItems_3_VoidCrystalFragment;TaskGatherItems;;1;3;0511_0206_VoidCrystalFragment;DeathStone;100;0;false;false;;;;;true;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0206_UmbrasReach_indarkestshadow_gatheritems;;;0;;;;;;;;;;
0511_0207_d_00_container_UmbrasReach_powerofthevoid;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0511_0207_d_01_TaskKill_50_Darkness;;;;
0511_0207_d_01_TaskKill_50_Darkness;TaskKillContribution;;1;50;;;0;0;false;false;;;;;false;false;;;;;;;;;Darkness;;0;;;;;;;;;;;;;;;;;;@0511_0207_UmbrasReach_powerofthevoid_killdarkness;;;0;;;;;;;;;;
0511_0208_d_00_container_UmbrasReach_duskyfocus;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0511_0208_d_01_GiveRecipe_UmbrasReach_Lens;0511_0208_d_02_GoToPOITag_empressfortress_20201_elite;0511_0208_d_03_Have_15_ShardsPureCrystal;0511_0208_d_04_CraftRecipe_UmbrasReach_Lens;
0511_0208_d_01_GiveRecipe_UmbrasReach_Lens;TaskGiveItem;;1;1;WorkOrder_0511_0208_UmbrasReach_Lens;;0;0;false;false;;;;;false;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0208_d_02_GoToPOITag_empressfortress_20201_elite;TaskGoToPOITag;;1;0;;;0;0;false;true;;empressfortress_20201;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0208_UmbrasReach_duskyfocus_gotoPOI;;;0;;;;;;;;;;
0511_0208_d_03_Have_15_ShardsPureCrystal;TaskHaveItems;;0;15;0511_0208_ShardsPureCrystal;Corrupted;45;0;false;true;;empressfortress_20201;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0208_UmbrasReach_duskyfocus_gatheritem;;;0;;;;;;;;;;
0511_0208_d_04_CraftRecipe_UmbrasReach_Lens;TaskCraftRecipe;;0;1;0511_0204_UmbrasReach_Lens;;0;0;false;false;;;;;false;false;;;;0511_0204_UmbrasReach_Lens;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0208_UmbrasReach_duskyfocus_craftlens;;;0;;;;;;;;;;
0511_0209_d_00_container_UmbrasReach_holdbackthenight;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0511_0209_d_00a_container_holdbackthenight_fallthru;;;;
0511_0209_d_00a_container_holdbackthenight_fallthru;PartialTaskContainer;;0;1;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0511_0209_d_00a_01_Have_1_UmbrasReach_Leather;0511_0209_d_01_container_holdbackthenight_tasks;;;
0511_0209_d_00a_01_Have_1_UmbrasReach_Leather;TaskHaveItems;;0;1;0511_0209_ResinHardenedLeather;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0209_d_01_container_holdbackthenight_tasks;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0511_0209_d_01_01_GiveRecipe_UmbrasReach_Leather;0511_0208_d_01_02_GoToPOITag_AE_Elite_50119;0511_0209_d_01_03_container_holdbackthenight_gather;0511_0209_d_01_04_CraftRecipe_UmbrasReach_Leather;
0511_0209_d_01_01_GiveRecipe_UmbrasReach_Leather;TaskGiveItem;;0;1;WorkOrder_0511_0209_UmbrasReach_Leather;;0;0;false;false;;;;;false;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0208_d_01_02_GoToPOITag_AE_Elite_50119;TaskGoToPOITag;;1;0;;;0;0;false;true;;AE_Elite_50119;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0209_UmbrasReach_holdbackthenight_gotoPOI;;;0;;;;;;;;;;
0511_0209_d_01_03_container_holdbackthenight_gather;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0511_0209_d_01_03_01_Have_16_ProtectiveResin;0511_0209_d_01_03_02_Have_4_RuggedLeather;;;
0511_0209_d_01_03_01_Have_16_ProtectiveResin;TaskHaveItems;;0;16;0511_0209_ProtectiveResin;Elite_Aeonmeer;80;0;false;true;;AE_Elite_50119;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0209_UmbrasReach_holdbackthenight_gatheritems;;;0;;;;;;;;;;
0511_0209_d_01_03_02_Have_4_RuggedLeather;TaskHaveItems;;0;4;LeatherT3;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0209_UmbrasReach_holdbackthenight_gatherleather;;;0;;;;;;;;;;
0511_0209_d_01_04_CraftRecipe_UmbrasReach_Leather;TaskCraftRecipe;;0;1;;;0;0;false;false;;;;;false;false;;;;0511_0204_UmbrasReach_Leather;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0209_UmbrasReach_holdbackthenight_craftleather;;;0;;;;;;;;;;
FM_05_PVP_ControlSpot_Marauder_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_05_PVP_ControlSpot_Marauder_first;M_ReturnToGiver;;;
FM_05_PVP_ControlSpot_Marauder_first;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_task_pvp;;;1;;;;;;FM_05_PVP_ControlSpot_Marauder_task;M_task_die_reset;;;
FM_05_PVP_ControlSpot_Marauder_task;PatrolTask;;0;0;;;0;0;false;true;;factionarea_50147;;;true;false;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;@objective_mission_task_patrol_timer;;11716.63 2769.62 46.85;0;;;;;;;;;;
FM_05_PVP_PoachArea_Marauder_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_05_PVP_PoachArea_Marauder_first;M_ReturnToGiver;;;
FM_05_PVP_PoachArea_Marauder_first;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_task_pvp;;;1;;;;;;FM_05_PVP_PoachArea_Marauder_task;M_task_die_reset;;;
FM_05_PVP_PoachArea_Marauder_task;TaskKillContribution;;0;5;;;0;0;false;true;;factionarea_50148;;;true;false;;;;;;;;;Boar_Strange_05WC09;;0;;;;;;;;;;;;;;;;;;@objective_mission_destroy_generic_at_POI;;11870.23 2998.85 68.72;0;;;;;;;;;;
FM_05_PVP_SpySpot_Marauder_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_05_PVP_SpySpot_Marauder_2_step_container;M_ReturnToGiver;;;
FM_05_PVP_SpySpot_Marauder_2_step_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_task_pvp;;;1;;;;;;FM_05_PVP_SpySpot_Marauder_first_ordie;FM_05_PVP_SpySpot_Marauder_task_ordie;;;
FM_05_PVP_SpySpot_Marauder_first_ordie;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_05_PVP_SpySpot_Marauder_first;M_task_die_reset;;;
FM_05_PVP_SpySpot_Marauder_first;TaskGatherItems;;0;1;FM_PVP_Marauders_item_1;PVP_0002_DeadDropGiveItem;100;0;false;true;;factionarea_50148;;;true;false;;;;;;IO_PVP_0002_DeadDropGiveItem;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_espionage_step_1_at_POI;;11887.88 2804.62 56.45;0;;;;;;;;;;
FM_05_PVP_SpySpot_Marauder_task_ordie;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_05_PVP_SpySpot_Marauder_turnin;M_task_die_reset;;;
FM_05_PVP_SpySpot_Marauder_turnin;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_05_PVP_SpySpot_Marauder_task;FM_05_PVP_SpySpot_Marauder_remove;;;
FM_05_PVP_SpySpot_Marauder_task;TaskGatherAndReturnItems;;1;1;FM_PVP_Marauders_item_2;PVP_0003_DeadDropGiveItem;100;0;false;true;;factionarea_50147;;;true;false;;;;;;IO_PVP_0003_DeadDropGiveItem;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_espionage_step_2_at_POI;;11744.04 2982.72 48.73;0;;;;;;;;;;
FM_05_PVP_SpySpot_Marauder_remove;TaskRemoveItem;;0;1;FM_PVP_Marauders_item_1;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
FM_05_PVP_ControlSpot_Syndicate_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_05_PVP_ControlSpot_Syndicate_first;M_ReturnToGiver;;;
FM_05_PVP_ControlSpot_Syndicate_first;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_task_pvp;;;1;;;;;;FM_05_PVP_ControlSpot_Syndicate_task;M_task_die_reset;;;
FM_05_PVP_ControlSpot_Syndicate_task;PatrolTask;;0;0;;;0;0;false;true;;factionarea_50148;;;true;false;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;@objective_mission_task_patrol_timer;;11870.23 2998.85 68.72;0;;;;;;;;;;
FM_05_PVP_PoachArea_Syndicate_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_05_PVP_PoachArea_Syndicate_first;M_ReturnToGiver;;;
