Impaler_spike+Resist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;Impaler_spikeResist;HolyShield_Proj
LifeStaff_Proj;LifeStaffDefault;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFleshHead;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;LifeStaffDefault;LifeStaffDefault;LifeStaffFlesh;LifeStaffDefault;LifeStaffDefault;LifeStaffDefault;LifeStaffDefault;LifeStaffDefault;LifeStaffDefault;LifeStaffDefault;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;LifeStaffDefault;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;LifeStaffFlesh;HolyShield_Proj
LifeStaff_Proj_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect;LifeStaff_Protect
LifeStaff_Proj+Resist;LifeStaffResist;LifeStaffPlayerResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;LifeStaffResist;HolyShield_Proj
LifeStaff_Proj+Crit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;LifeStaffDefaultCrit;HolyShield_Proj
FireStaff_Proj;FireStaffDefault;FireStaffFlesh;FireStaffFlesh;FireStaffFleshHead;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffDefault;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;HolyShield_Proj
FireStaff_Proj+Resist;FireStaffResist;FireStaffPlayerResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;HolyShield_Proj
FireStaff_Proj+Crit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;HolyShield_Proj
FlameThrower;FlameThrowerDefault;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFleshHead;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerDefault;FlameThrowerDefault;FlameThrowerDefault;FlameThrowerDefault;FlameThrowerDefault;FlameThrowerDefault;FlameThrowerDefault;FlameThrowerDefault;FlameThrowerDefault;FlameThrowerDefault;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerDefault;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;FlameThrowerFlesh;HolyShield_Proj
FlameThrower+Resist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;FlameThrowerResist;HolyShield_Proj
FlameThrower+Crit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;FlameThrowerDefaultCrit;HolyShield_Proj
Burnout;FireStaffDefault;FireStaffFlesh;FireStaffFlesh;FireStaffFleshHead;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffDefault;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffDefault;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;FireStaffFlesh;HolyShield_Proj
Burnout+Resist;FireStaffResist;FireStaffPlayerResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;FireStaffResist;HolyShield_Proj
Burnout+Crit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;FireStaffDefaultCrit;HolyShield_Proj
IceGauntlet_Proj;IceGauntletDefault;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletDefault;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;IceGauntletFlesh;HolyShield_Proj
IceGauntlet_Proj_Heavy;IceGauntletDefault;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletDefault;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletDefault;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;IceGauntletHeavyFlesh;HolyShield_Proj
IceGauntlet_Proj+Resist;IceGauntletResist;IceGauntletPlayerResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;IceGauntletResist;HolyShield_Proj
IceGauntlet_Proj+Crit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;IceGauntletDefaultCrit;HolyShield_Proj
VoidGauntlet_Proj;VoidGauntletDefault;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletDefault;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;VoidGauntletFlesh;HolyShield_Proj
VoidGauntlet_Proj_Heavy;VoidGauntletDefault;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletDefault;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletDefault;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;VoidGauntletHeavyFlesh;HolyShield_Proj
VoidGauntlet_Proj+Resist;VoidGauntletResist;VoidGauntletPlayerResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;VoidGauntletResist;HolyShield_Proj
VoidGauntlet_Proj+Crit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;VoidGauntletDefaultCrit;HolyShield_Proj
Beam_Laser;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;BeamLaserDefault;HolyShield_Proj
Beam_VoidSpike;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;BeamVoidSpikeDefault;HolyShield_Proj
Sonic_Boom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;Sonicboom;HolyShield_Proj
Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;Torch;HolyShield_Proj
Torch+Resist;SwordResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;TorchResist;HolyShield_Proj
CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;CorruptedMagic;HolyShield_Proj
CorruptedMagic+Resist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;HolyShield_Proj
GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;GravediggerLifesteal;HolyShield_Proj
DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;DryadMagic;HolyShield_Proj
DryadMagic+Resist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;UnarmedResist;HolyShield_Proj
AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;AncientMagic;HolyShield_Proj
DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;DynastyMagic;HolyShield_Proj
SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic;SunMagic
CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash;CorruptedSlash
CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion;CorruptedMagic_Legion
